,LoadWarehouseError,Error,load_new_data_to_warehouse,2024-12-05 13:06:16,ERROR,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,MainError,Error,Main,2024-12-05 13:06:16,ERROR,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-05 13:08:33,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadWarehouseSuccess,Load Data,load_new_data_to_warehouse,2024-12-05 13:08:43,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,UpdateSuccess,Run Code,Main,2024-12-05 13:08:43,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 18:55:10,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 19:00:31,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 19:03:15,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 21:38:50,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 21:39:50,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 21:41:11,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 21:42:25,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 21:50:08,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 21:53:11,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 22:15:38,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 22:42:13,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 22:48:36,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 22:59:26,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 23:04:11,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 23:08:33,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
,LoadTransformedDataSuccess,Load Data,load_transformed_data_to_warehouse,2024-12-08 23:15:07,INFO,D:\DW\Data-warehouse\Data-warehouse\code\LoadData.py
